,ClassNumber,ClassLetter,Subgroup,LessonName,TeacherID,Week,Weekday,StartHour,StartMinute,EndHour,EndMinute,Room,Required,Teacher
283,10,б,англ. Светлана Николаевна,физика,1,0,1,11,40,12,20,14,True,Некто
284,10,в,англ. Татьяна Петровна,право,1,0,1,11,40,12,20,6,True,Некто
285,10,в,англ. Светлана Николаевна,право,1,0,1,11,40,12,20,6,True,Некто
286,11,а,англ. Татьяна Петровна,физика,1,0,1,11,40,12,20,4,True,Некто
287,11,а,англ. Светлана Николаевна,физика,1,0,1,11,40,12,20,4,True,Некто
288,11,б,англ. Татьяна Петровна,физическая культура,1,0,1,11,40,12,20,,True,Некто
289,11,б,англ. Светлана Николаевна,физическая культура,1,0,1,11,40,12,20,,True,Некто
290,11,в,англ. Татьяна Петровна,Решение математических задач по управлению личными финансами,1,0,1,11,40,12,20,10,False,Некто
291,11,в,англ. Светлана Николаевна,Решение математических задач по управлению личными финансами,1,0,1,11,40,12,20,10,False,Некто
292,8,а,англ. Татьяна Петровна,обществознание,1,0,1,12,30,13,10,12,True,Некто
293,8,а,англ. Светлана Николаевна,обществознание,1,0,1,12,30,13,10,12,True,Некто
294,8,б,англ. Татьяна Петровна,химия,1,0,1,12,30,13,10,2,True,Некто
